id,Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),calories total,Year,Country_id
2188,59.64,92.2,317.79,1054.37,1524,1984,51
2189,58.72,92.92,321.12,1089.24,1562,1985,51
2190,56.4,98.88,300.24,1146.48,1602,1986,51
2191,50.28,124.64,287.55,1099.53,1562,1987,51
2192,49.44,127.52,276.12,1139.92,1593,1988,51
2193,44.52,119.44,252,1111.04,1527,1989,51
2194,42.6,132.76,245.34,1192.3,1613,1990,51
2195,43.36,101.8,243.45,1118.39,1507,1991,51
2196,45.32,100.08,254.88,1105.72,1506,1992,51
2197,50.32,103.36,280.89,1139.43,1574,1993,51
2198,49.36,102.28,287.91,1156.45,1596,1994,51
2199,49.04,109.68,336.06,1212.22,1707,1995,51
2200,46.64,110.68,315.99,1217.69,1691,1996,51
2201,51.92,113.92,343.08,1248.08,1757,1997,51
2202,49.2,123.32,376.2,1306.28,1855,1998,51
2203,54.68,128.16,394.02,1324.14,1901,1999,51
2204,60.64,133.12,435.24,1364,1993,2000,51
2205,58,136.48,420.03,1367.49,1982,2001,51
2206,60.36,138.68,432.27,1422.69,2054,2002,51
2207,58.8,144.92,471.15,1419.13,2094,2003,51
2208,56.76,145.12,499.86,1434.26,2136,2004,51
2209,62.56,159.52,572.22,1470.7,2265,2005,51
2210,79.6,160.36,584.73,1489.31,2314,2006,51
2211,86.88,163.96,612.81,1550.35,2414,2007,51
2212,77.4,170.48,624.33,1574.79,2447,2008,51
2213,58.32,189.84,570.78,1647.06,2466,2009,51
2214,55.2,201.64,509.31,1700.85,2467,2010,51
2215,49.84,200.48,531.18,1722.5,2504,2011,51
2216,57.24,199.88,517.05,1770.83,2545,2012,51
2217,60.36,203.08,541.17,1802.39,2607,2013,51
2218,69.84,91.6,344.97,1227.59,1734,1961,52
2219,79.96,98.28,359.19,1261.57,1799,1962,52
2220,80.44,100.72,368.37,1290.47,1840,1963,52
2221,83.12,99.48,368.01,1291.39,1842,1964,52
2222,89.48,100.32,394.11,1300.09,1884,1965,52
2223,84.52,91.84,402.75,1322.89,1902,1966,52
2224,83.48,90.28,396,1316.24,1886,1967,52
2225,89.64,100.08,401.04,1396.24,1987,1968,52
2226,97.6,97.08,416.25,1379.07,1990,1969,52
2227,94.6,99.68,416.7,1390.02,2001,1970,52
2228,95.76,97.12,411.3,1362.82,1967,1971,52
2229,98.48,99.56,431.73,1357.23,1987,1972,52
2230,90.32,98,442.08,1272.6,1903,1973,52
2231,92.92,96.08,439.11,1314.89,1943,1974,52
2232,89.04,96.96,462.51,1341.49,1990,1975,52
2233,84.84,101.64,437.49,1418.03,2042,1976,52
2234,102.72,106.56,521.64,1405.08,2136,1977,52
2235,109.16,109.72,533.7,1451.42,2204,1978,52
2236,93.28,122.28,497.61,1342.83,2056,1979,52
2237,103.6,125.08,526.95,1475.37,2231,1980,52
2238,106.72,124.48,531.63,1490.17,2253,1981,52
2239,113.12,118.48,536.76,1512.64,2281,1982,52
2240,105.12,118.52,537.75,1489.61,2251,1983,52
2241,118.04,123.68,602.46,1579.82,2424,1984,52
2242,118.68,128.72,598.14,1643.46,2489,1985,52
2243,136.44,139.6,676.17,1759.79,2712,1986,52
2244,144.24,142.6,706.32,1854.84,2848,1987,52
2245,147.52,145.64,689.4,1945.44,2928,1988,52
2246,159.72,145.08,771.21,1917.99,2994,1989,52
2247,162.48,139.4,760.32,1900.8,2963,1990,52
2248,164.12,134,727.56,1878.32,2904,1991,52
2249,171.88,133.96,718.83,1847.33,2872,1992,52
2250,175.68,129.96,744.3,1806.06,2856,1993,52
2251,180.32,140.16,713.43,1838.09,2872,1994,52
2252,192.52,150.48,692.55,1907.45,2943,1995,52
2253,199.2,140.44,714.51,1842.85,2897,1996,52
2254,195.68,138.6,721.17,1874.55,2930,1997,52
2255,191.36,141.24,703.08,1877.32,2913,1998,52
2256,198.4,148.12,701.73,1879.75,2928,1999,52
2257,211.52,154.4,774.81,1922.27,3063,2000,52
2258,205.44,156.4,769.68,1908.48,3040,2001,52
2259,209.04,150.6,769.59,1854.77,2984,2002,52
2260,194.32,156.88,745.11,1909.69,3006,2003,52
2261,196.56,150.8,733.59,1876.05,2957,2004,52
2262,184.32,159.44,700.29,1879.95,2924,2005,52
2263,199.52,152.36,686.16,1878.96,2917,2006,52
2264,206.32,162.24,715.5,1957.94,3042,2007,52
2265,212.2,154.04,733.23,1921.53,3021,2008,52
2266,204.24,156.64,688.86,1987.26,3037,2009,52
2267,188.2,148.32,701.46,1947.02,2985,2010,52
2268,178.68,150.64,700.29,1932.39,2962,2011,52
2269,172.96,151.6,702.36,1922.08,2949,2012,52
2270,156.76,148.24,679.32,1946.68,2931,2013,52
2271,51.04,99.12,313.11,1249.73,1713,1961,53
2272,59.92,99.88,336.15,1350.05,1846,1962,53
2273,60.4,100.68,316.89,1376.03,1854,1963,53
2274,67.2,101.4,326.07,1365.33,1860,1964,53
2275,54.16,104.16,316.53,1318.15,1793,1965,53
2276,63.56,103.88,397.89,1344.67,1910,1966,53
2277,59.08,104.56,415.08,1292.28,1871,1967,53
2278,64.8,102.72,413.82,1346.66,1928,1968,53
2279,64.8,107.4,422.37,1384.43,1979,1969,53
2280,65.08,106.12,428.13,1361.67,1961,1970,53
2281,65.68,107.28,430.2,1387.84,1991,1971,53
2282,62.56,107.88,439.38,1406.18,2016,1972,53
2283,60.48,114.8,440.91,1462.81,2079,1973,53
2284,57.84,121.04,441.18,1499.94,2120,1974,53
2285,58.6,119.28,428.67,1476.45,2083,1975,53
2286,61.16,114.04,451.98,1469.82,2097,1976,53
2287,68.12,113.8,472.68,1518.4,2173,1977,53
2288,65.76,114.6,457.11,1505.53,2143,1978,53
2289,75.28,115.8,486.27,1497.65,2175,1979,53
2290,79.32,121.04,512.1,1548.54,2261,1980,53
2291,74.84,117.08,518.94,1515.14,2226,1981,53
2292,72.72,116.84,512.19,1504.25,2206,1982,53
2293,75.4,121.52,468.81,1556.27,2222,1983,53
2294,71.24,124.72,474.48,1601.56,2272,1984,53
2295,73.4,133.28,461.25,1702.07,2370,1985,53
2296,71.8,124.84,517.68,1658.68,2373,1986,53
2297,72.4,122.48,531.54,1572.58,2299,1987,53
2298,75.72,125.52,517.68,1512.08,2231,1988,53
2299,80.52,121.6,553.14,1513.74,2269,1989,53
2300,77.84,107.32,589.59,1294.25,2069,1990,53
2301,82.08,112.24,541.8,1405.88,2142,1991,53
2302,85.16,103.4,557.19,1395.25,2141,1992,53
2303,88.04,106.64,589.41,1435.91,2220,1993,53
2304,88.84,108.8,614.61,1439.75,2252,1994,53
2305,88.92,108.04,631.26,1427.78,2256,1995,53
2306,90.8,99.76,615.33,1369.11,2175,1996,53
2307,92.76,94.28,637.56,1328.4,2153,1997,53
2308,96.08,95.12,656.28,1293.52,2141,1998,53
2309,87.72,91.64,681.12,1288.52,2149,1999,53
2310,91.6,98.56,705.24,1328.6,2224,2000,53
2311,89.52,99.32,684.27,1384.89,2258,2001,53
2312,94.92,103.36,680.04,1406.68,2285,2002,53
2313,77.56,98,666.63,1300.81,2143,2003,53
2314,85.16,99.24,704.16,1327.44,2216,2004,53
2315,99.2,107,701.01,1420.79,2328,2005,53
2316,110.2,108.92,720.81,1427.07,2367,2006,53
2317,113.96,108.76,747.45,1432.83,2403,2007,53
2318,113.96,105,761.67,1371.37,2352,2008,53
2319,116.04,107.72,759.78,1408.46,2392,2009,53
2320,118.24,121.12,794.07,1498.57,2532,2010,53
2321,104.76,126.76,820.89,1509.59,2562,2011,53
2322,98.8,125.52,808.11,1540.57,2573,2012,53
2323,105.6,127.2,803.34,1577.86,2614,2013,53
2324,73.76,126.44,418.59,1384.21,2003,1961,55
2325,73.72,127.56,421.47,1408.25,2031,1962,55
2326,75,130.04,433.8,1429.16,2068,1963,55
2327,73.04,129.56,431.73,1426.67,2061,1964,55
2328,73.2,142.48,439.11,1551.21,2206,1965,55
2329,73.84,138.2,443.88,1542.08,2198,1966,55
2330,74.68,137.52,453.96,1492.84,2159,1967,55
2331,77.04,133.56,441.54,1492.86,2145,1968,55
2332,75.64,128.4,447.3,1508.66,2160,1969,55
2333,80.96,132.64,450.63,1527.77,2192,1970,55
2334,77.56,123.8,444.87,1478.77,2125,1971,55
2335,79,121.24,464.13,1530.63,2195,1972,55
2336,81,112.88,456.21,1464.91,2115,1973,55
2337,83.64,111.64,465.3,1473.42,2134,1974,55
2338,83.2,116.08,495.54,1531.18,2226,1975,55
2339,85.4,118.4,523.08,1561.12,2288,1976,55
2340,89.84,107.32,508.41,1579.43,2285,1977,55
2341,94.32,101.28,509.67,1576.73,2282,1978,55
2342,100,102.64,526.5,1559.86,2289,1979,55
2343,96.2,109.52,535.86,1642.42,2384,1980,55
2344,91.04,107.24,596.88,1530.84,2326,1981,55
2345,94.12,106.04,619.47,1516.37,2336,1982,55
2346,87,93.72,631.26,1397.02,2209,1983,55
2347,88.68,104.64,606.06,1462.62,2262,1984,55
2348,83.8,98.44,594.36,1450.4,2227,1985,55
2349,82.08,100.56,658.44,1464.92,2306,1986,55
2350,78.56,102.64,680.13,1417.67,2279,1987,55
2351,81.8,108.92,641.25,1505.03,2337,1988,55
2352,82.96,110.08,672.12,1427.84,2293,1989,55
2353,88,108.52,672.03,1387.45,2256,1990,55
2354,90.48,103.32,673.47,1326.73,2194,1991,55
2355,90.16,117.12,695.16,1418.56,2321,1992,55
2356,93.36,117,648.45,1462.19,2321,1993,55
2357,97.16,121.76,638.82,1550.26,2408,1994,55
2358,103.48,109.92,714.33,1382.27,2310,1995,55
2359,112.04,114.72,716.31,1355.93,2299,1996,55
2360,122.04,115.52,743.49,1349.95,2331,1997,55
2361,116.24,111.2,713.43,1309.13,2250,1998,55
2362,113.96,117.4,728.46,1370.18,2330,1999,55
2363,119.68,111.68,710.37,1343.27,2285,2000,55
2364,122.8,104.64,697.59,1291.97,2217,2001,55
2365,118.48,101.32,750.96,1267.24,2238,2002,55
2366,121,98.4,736.92,1245.68,2202,2003,55
2367,123.28,100.32,763.83,1238.57,2226,2004,55
2368,120.36,102.56,773.28,1251.8,2248,2005,55
2369,132.12,98.2,776.52,1222.16,2229,2006,55
2370,136.12,96.52,801.9,1178.46,2213,2007,55
2371,143.04,97.12,845.82,1211.02,2297,2008,55
2372,138.28,98.88,807.39,1245.45,2290,2009,55
2373,143.8,103.44,822.06,1278.7,2348,2010,55
2374,149.4,103.68,838.71,1284.21,2376,2011,55
2375,141.96,101.48,821.97,1281.59,2347,2012,55
2376,146.12,99.32,852.48,1246.08,2344,2013,55
2377,32.88,196.2,347.31,1499.61,2076,1961,56
2378,33.24,211.56,370.62,1537.58,2153,1962,56
2379,33.16,208.4,369.54,1554.9,2166,1963,56
2380,33.24,218.52,352.35,1596.89,2201,1964,56
2381,32.2,214.04,379.44,1603.32,2229,1965,56
2382,33.32,222.92,388.98,1639.78,2285,1966,56
2383,30.96,208.44,386.01,1602.59,2228,1967,56
2384,34.16,215.48,398.88,1619.48,2268,1968,56
2385,33.12,212.88,408.69,1613.31,2268,1969,56
2386,32.76,212.4,414.18,1612.66,2272,1970,56
2387,33,209.48,406.98,1612.54,2262,1971,56
2388,32.72,215.28,426.06,1629.94,2304,1972,56
2389,32.2,214.4,430.56,1669.84,2347,1973,56
2390,32.48,215.24,453.87,1690.41,2392,1974,56
2391,34.64,216.6,465.84,1712.92,2430,1975,56
2392,36.04,223.52,498.33,1756.11,2514,1976,56
2393,37.2,225.44,511.56,1783.8,2558,1977,56
2394,38.32,231.36,530.01,1853.31,2653,1978,56
2395,37.84,241.16,558.09,1938.91,2776,1979,56
2396,41.04,246.32,568.53,2001.11,2857,1980,56
2397,44.8,257.72,601.29,2098.19,3002,1981,56
2398,45.4,263.32,600.3,2154.98,3064,1982,56
2399,50.84,266.28,551.43,2183.45,3052,1983,56
2400,52.72,265.8,539.55,2198.93,3057,1984,56
2401,52.08,268.24,543.15,2205.53,3069,1985,56
2402,51.2,268.4,549.81,2191.59,3061,1986,56
2403,51.84,280.88,540.18,2263.1,3136,1987,56
2404,52.8,280.2,535.59,2259.41,3128,1988,56
2405,51.12,277.16,524.52,2253.2,3106,1989,56
2406,51.64,287.2,499.86,2342.3,3181,1990,56
2407,51.16,285.8,498.15,2335.89,3171,1991,56
2408,51.36,287.52,490.5,2345.62,3175,1992,56
2409,51.4,290.44,496.08,2359.08,3197,1993,56
2410,57.2,296.72,499.23,2405.85,3259,1994,56
2411,58.96,300.68,510.75,2444.61,3315,1995,56
2412,61.08,304.16,498.24,2468.52,3332,1996,56
2413,65.4,306.4,493.65,2495.55,3361,1997,56
2414,69.08,302.76,501.12,2466.04,3339,1998,56
2415,72.56,302,509.76,2471.68,3356,1999,56
2416,75.4,303.36,515.97,2473.27,3368,2000,56
2417,71.4,307.8,507.15,2522.65,3409,2001,56
2418,73.88,308.84,523.53,2527.75,3434,2002,56
2419,79.68,303.76,531.9,2463.66,3379,2003,56
2420,75.16,298.56,499.32,2435.96,3309,2004,56
2421,78.8,304.6,515.43,2468.17,3367,2005,56
2422,87.16,306.56,518.13,2477.15,3389,2006,56
2423,94.08,307.12,553.59,2490.21,3445,2007,56
2424,91.04,309.44,555.57,2533.95,3490,2008,56
2425,85.88,311.56,535.5,2508.06,3441,2009,56
2426,100.72,312.2,559.89,2534.19,3507,2010,56
2427,97.8,310.24,576.09,2564.87,3549,2011,56
2428,104.84,310.28,583.47,2562.41,3561,2012,56
2429,105.36,307.6,568.17,2540.87,3522,2013,56
2430,49.56,118.36,323.82,1083.26,1575,1961,57
2431,50.08,124.56,330.57,1105.79,1611,1962,57
2432,50.72,125.64,337.05,1136.59,1650,1963,57
2433,48,126.16,327.87,1122.97,1625,1964,57
2434,48.12,127.08,337.95,1183.85,1697,1965,57
2435,47.84,127.88,347.49,1180.79,1704,1966,57
2436,46.28,127.84,348.75,1200.13,1723,1967,57
2437,44.68,134.16,339.48,1233.68,1752,1968,57
2438,44.8,132.8,335.7,1229.7,1743,1969,57
2439,43.64,133.28,331.65,1235.43,1744,1970,57
2440,44.04,136.44,332.19,1282.33,1795,1971,57
2441,42.4,135.36,337.86,1274.38,1790,1972,57
2442,44.08,139.08,353.34,1307.5,1844,1973,57
2443,49.36,139.92,375.3,1327.42,1892,1974,57
2444,50.28,150.2,400.59,1431.93,2033,1975,57
2445,56.76,146.52,406.89,1453.83,2064,1976,57
2446,55.24,152.12,415.71,1485.93,2109,1977,57
2447,58.96,152.92,419.4,1515.72,2147,1978,57
2448,58.92,159.36,431.91,1560.81,2211,1979,57
2449,61.12,160.72,433.08,1591.08,2246,1980,57
2450,55.92,164.08,455.4,1606.6,2282,1981,57
2451,49.04,161.84,435.15,1595.97,2242,1982,57
2452,42.96,164.32,425.34,1596.38,2229,1983,57
2453,47.32,166.2,444.96,1600.52,2259,1984,57
2454,48.44,164.56,430.47,1596.53,2240,1985,57
2455,48.88,158.88,424.17,1548.07,2180,1986,57
2456,50.92,154.08,427.95,1536.05,2169,1987,57
2457,52,159.32,451.89,1562.79,2226,1988,57
2458,54.64,164.8,452.88,1583.68,2256,1989,57
2459,53.56,170.64,447.66,1636.14,2308,1990,57
2460,58.4,182.56,443.97,1721.07,2406,1991,57
2461,61.2,180,457.11,1711.69,2410,1992,57
2462,59.56,175.6,455.49,1693.35,2384,1993,57
2463,59.72,176.96,460.53,1681.79,2379,1994,57
2464,61.88,178.56,448.29,1703.27,2392,1995,57
2465,65.32,176.88,450,1711.8,2404,1996,57
2466,67.2,175.08,444.51,1741.21,2428,1997,57
2467,64.48,171.92,485.19,1710.41,2432,1998,57
2468,69.4,168.08,503.46,1670.06,2411,1999,57
2469,76.36,181.48,519.57,1763.59,2541,2000,57
2470,81.96,188.72,558.09,1799.23,2628,2001,57
2471,92.64,194.28,553.5,1802.58,2643,2002,57
2472,87.4,191.24,544.5,1773.86,2597,2003,57
2473,89.48,189.64,524.25,1763.63,2567,2004,57
2474,97.92,181.6,552.69,1738.79,2571,2005,57
2475,98.6,185,564.03,1729.37,2577,2006,57
2476,102.24,177.08,568.8,1717.88,2566,2007,57
2477,98.2,188.64,525.96,1761.2,2574,2008,57
2478,102.96,182.8,551.43,1736.81,2574,2009,57
2479,99.36,181.12,523.53,1710.99,2515,2010,57
2480,97.84,184.28,529.65,1725.23,2537,2011,57
2481,98.2,189.72,526.77,1744.31,2559,2012,57
2482,101,186.6,560.34,1729.06,2577,2013,57
2483,145.64,237.96,627.21,2084.19,0,1961,60
2484,152.68,239.6,661.23,2103.49,0,1962,60
2485,160.6,238.32,693.9,2111.18,0,1963,60
2486,149.52,239.64,674.1,2142.74,0,1964,60
2487,152.88,235.12,689.49,2136.51,0,1965,60
2488,158.96,230.08,704.16,2115.8,0,1966,60
2489,170.2,226.68,727.29,2115.83,0,1967,60
2490,175.96,224.52,769.77,2129.75,0,1968,60
2491,180.28,224.2,763.2,2132.32,0,1969,60
2492,185.24,224.72,776.61,2168.43,0,1970,60
2493,186.76,222,772.11,2150.13,0,1971,60
2494,191.2,217.76,776.16,2098.88,0,1972,60
2495,190.76,218.76,802.26,2113.22,0,1973,60
2496,203.8,216.92,824.4,2111.88,0,1974,60
2497,210.64,214,806.13,2110.23,0,1975,60
2498,203.68,215.24,849.69,2135.39,0,1976,60
2499,200.84,212.04,839.25,2113.87,0,1977,60
2500,205.6,212.76,848.16,2120.48,0,1978,60
2501,207.28,211.68,864,2101.04,0,1979,60
2502,204.16,209.2,857.97,2106.67,0,1980,60
2503,204.48,207.24,842.94,2100.34,0,1981,60
2504,202.96,209.72,843.84,2120.48,0,1982,60
2505,205.44,206.64,877.41,2096.51,0,1983,60
2506,212.12,206.04,892.89,2076.95,0,1984,60
2507,216.76,206.72,922.41,2034.11,0,1985,60
2508,220.48,205.8,911.97,2025.75,0,1986,60
2509,221.6,206.88,928.26,2047.26,0,1987,60
2510,223.64,203.36,948.78,2019.22,0,1988,60
2511,226.44,200,965.97,1955.59,0,1989,60
2512,225.48,202.4,948.6,1995.52,0,1990,60
2513,201.48,200.08,799.47,1830.97,0,1991,60
2514,286.12,126.2,688.77,1414.91,2516,1992,60
2515,253.96,133.48,722.16,1466.4,2576,1993,60
2516,245.92,142.6,750.24,1555.24,2694,1994,60
2517,222.56,172.4,812.25,1715.79,2923,1995,60
2518,209.72,180.72,822.51,1848.05,3061,1996,60
2519,190.6,172.16,824.04,1826.2,3013,1997,60
2520,193.88,164.4,854.82,1748.9,2962,1998,60
2521,213.44,147.2,921.24,1828.12,3110,1999,60
2522,204.36,151.52,778.86,1915.26,3050,2000,60
2523,201.4,147.64,802.71,1894.25,3046,2001,60
2524,224.28,145.2,891.54,1781.98,3043,2002,60
2525,215.56,146.52,914.58,1797.34,3074,2003,60
2526,196.32,143.32,880.47,1859.89,3080,2004,60
2527,215.72,156.24,826.02,1969.02,3167,2005,60
2528,209.88,164.68,854.82,1973.62,3203,2006,60
2529,215.12,173.2,841.23,1992.45,3222,2007,60
2530,220.16,182.56,844.47,2065.81,3313,2008,60
2531,220.84,173.88,860.13,2093.15,3348,2009,60
2532,213.8,182.52,828,2085.68,3310,2010,60
2533,213.36,184.92,801.9,2088.82,3289,2011,60
2534,208.28,182.72,847.08,1993.92,3232,2012,60
2535,212.96,202.64,816.39,2021.01,3253,2013,60
2536,81.84,180.96,346.41,1613.79,2223,1961,61
2537,87.68,173.16,353.61,1571.55,2186,1962,61
2538,84.44,166.2,339.03,1542.33,2132,1963,61
2539,85.68,163.72,341.37,1519.23,2110,1964,61
2540,81.52,168.88,331.38,1583.22,2165,1965,61
2541,81.36,165.48,332.73,1579.43,2159,1966,61
2542,83.56,153.24,351.63,1506.57,2095,1967,61
2543,83.8,174.44,353.34,1627.42,2239,1968,61
2544,75.68,174.84,340.11,1643.37,2234,1969,61
2545,76.96,176.8,352.53,1687.71,2294,1970,61
2546,73.48,174.88,358.29,1661.35,2268,1971,61
2547,79.52,176.88,363.24,1652.36,2272,1972,61
2548,67.92,180.92,360.45,1755.71,2365,1973,61
2549,74.92,176.16,397.62,1730.3,2379,1974,61
2550,78.92,173.16,408.33,1767.59,2428,1975,61
2551,80.48,179.2,406.89,1823.43,2490,1976,61
2552,75.16,162.8,361.53,1757.51,2357,1977,61
2553,78.84,163.6,376.11,1776.45,2395,1978,61
2554,79.12,169.28,360,1766.6,2375,1979,61
2555,82.72,161.56,365.13,1761.59,2371,1980,61
2556,87.68,163.48,353.97,1777.87,2383,1981,61
2557,81.8,161.68,359.37,1841.15,2444,1982,61
2558,85.4,160.12,347.4,1810.08,2403,1983,61
2559,73,167.2,358.56,1854.24,2453,1984,61
2560,70.92,161.16,342.72,1811.2,2386,1985,61
2561,66,171.96,346.5,1844.54,2429,1986,61
2562,73.36,171.56,370.8,1802.28,2418,1987,61
2563,69.28,171.16,411.3,1764.26,2416,1988,61
2564,69.08,169.64,450.27,1764.01,2453,1989,61
2565,62.92,170.4,407.16,1691.52,2332,1990,61
2566,66,163.96,385.47,1669.57,2285,1991,61
2567,73.32,161.48,428.4,1658.8,2322,1992,61
2568,68.68,164.6,381.24,1667.48,2282,1993,61
2569,64.32,168.56,383.31,1686.81,2303,1994,61
2570,62.84,168,349.02,1633.14,2213,1995,61
2571,58.56,167.68,341.82,1648.94,2217,1996,61
2572,88.72,149.92,444.15,1473.21,2156,1997,61
2573,81,153.12,408.51,1533.37,2176,1998,61
2574,81.68,152.52,389.52,1641.28,2265,1999,61
2575,85.32,160.44,412.65,1692.59,2351,2000,61
2576,74.76,166.08,383.13,1690.03,2314,2001,61
2577,90.4,170.16,429.66,1697.78,2388,2002,61
2578,92.52,175.32,438.48,1729.68,2436,2003,61
2579,119.84,175.6,540.63,1632.93,2469,2004,61
2580,100.72,171.88,504,1595.4,2372,2005,61
2581,79.72,165.12,435.87,1644.29,2325,2006,61
2582,70.6,168.16,443.43,1627.81,2310,2007,61
2583,61.56,163.56,400.14,1631.74,2257,2008,61
2584,62.2,164.76,396.54,1625.5,2249,2009,61
2585,63.08,165.2,400.41,1655.31,2284,2010,61
2586,59.76,165.48,394.56,1663.2,2283,2011,61
2587,59.84,166.28,396.36,1670.52,2293,2012,61
2588,70.32,164.08,420.66,1673.94,2329,2013,61
2589,47.36,196.28,250.47,1345.89,0,1961,62
2590,47.4,195.72,249.21,1333.67,0,1962,62
2591,45.52,195.44,243.45,1330.59,0,1963,62
2592,44.96,193,239.94,1327.1,0,1964,62
2593,44.76,194.04,234.18,1307.02,0,1965,62
2594,44.64,188,232.11,1261.25,0,1966,62
2595,44.24,189.84,238.59,1259.33,0,1967,62
2596,43.88,182.36,233.91,1197.85,0,1968,62
2597,43.56,186.52,238.05,1229.87,0,1969,62
2598,43.24,186.4,240.03,1225.33,0,1970,62
2599,38.2,184.64,230.22,1210.94,0,1971,62
2600,36.8,174.92,207.18,1149.1,0,1972,62
2601,36,163.04,202.77,1115.19,0,1973,62
2602,35.64,159.16,198.27,1113.93,0,1974,62
2603,34.12,156.44,195.57,1112.87,0,1975,62
2604,34.24,149.6,204.3,1108.86,0,1976,62
2605,34.64,162.12,202.41,1135.83,0,1977,62
2606,35.08,158.68,206.28,1157.96,0,1978,62
2607,35.52,184.12,215.91,1322.45,0,1979,62
2608,34.92,202.04,217.08,1387.96,0,1980,62
2609,34.88,185.6,213.93,1322.59,0,1981,62
2610,34.24,183.4,217.98,1336.38,0,1982,62
2611,33.64,188.68,216.18,1345.5,0,1983,62
2612,31.8,158.16,196.83,1186.21,0,1984,62
2613,34.28,150.08,216,1162.64,0,1985,62
2614,38.32,153.96,222.48,1220.24,0,1986,62
2615,29.36,153.4,193.14,1205.1,0,1987,62
2616,29.48,158.24,214.02,1245.26,0,1988,62
2617,29.6,153.36,202.5,1185.54,0,1989,62
2618,29.84,150.84,205.83,1169.49,0,1990,62
2619,28.24,162.92,208.89,1185.95,0,1991,62
2620,27.64,156.08,209.79,1163.49,0,1992,62
2621,20.48,148.84,144.54,1194.14,1508,1993,62
2622,19.88,152.04,151.74,1221.34,1545,1994,62
2623,19.72,158.36,143.91,1249.01,1571,1995,62
2624,21,167.64,155.7,1310.66,1655,1996,62
2625,20.72,171.4,146.97,1344.91,1684,1997,62
2626,20.72,171.04,144.18,1348.06,1684,1998,62
2627,20.88,174.32,149.13,1382.67,1727,1999,62
2628,19.96,183.4,154.17,1428.47,1786,2000,62
2629,20.96,189.4,160.2,1458.44,1829,2001,62
2630,30.16,183.4,176.76,1453.68,1844,2002,62
2631,29.48,187.8,182.7,1484.02,1884,2003,62
2632,29,187.4,184.59,1481.01,1882,2004,62
2633,26.92,200.28,197.91,1552.89,1978,2005,62
2634,28.2,197.72,192.78,1548.3,1967,2006,62
2635,29.36,197.36,203.04,1527.24,1957,2007,62
2636,32.4,203.12,235.89,1546.59,2018,2008,62
2637,29.52,211.88,213.93,1596.67,2052,2009,62
2638,35.48,210.24,236.7,1597.58,2080,2010,62
2639,30.88,216.48,244.26,1611.38,2103,2011,62
2640,30.6,217.16,231.03,1645.21,2124,2012,62
2641,30.76,210.84,233.37,1656.03,2131,2013,62
2642,55,152.88,504.9,1872.22,2585,1961,64
2643,54.32,158.44,539.28,1882.96,2635,1962,64
2644,63.2,163.52,597.51,1890.77,2715,1963,64
2645,75.36,162.12,560.16,1872.36,2670,1964,64
2646,69.92,175.76,575.37,1978.95,2800,1965,64
2647,67.28,156.44,560.43,1823.85,2608,1966,64
2648,70.72,151.4,550.26,1765.62,2538,1967,64
2649,67.16,156.04,545.31,1764.49,2533,1968,64
2650,71.92,159.88,528.21,1800.99,2561,1969,64
2651,75.16,121.04,549.9,1546.9,2293,1970,64
2652,77.08,157.76,580.05,1762.11,2577,1971,64
2653,77.36,158.04,590.4,1684.2,2510,1972,64
2654,87.36,149.44,565.47,1629.73,2432,1973,64
2655,82.72,135.56,623.7,1473.02,2315,1974,64
2656,90.12,135.76,580.59,1528.53,2335,1975,64
2657,89.28,125.48,661.14,1400.1,2276,1976,64
2658,86.2,132.64,708.75,1462.41,2390,1977,64
2659,100.4,130.88,727.2,1439.52,2398,1978,64
2660,106.16,136.36,740.25,1495.23,2478,1979,64
2661,106.04,145.28,809.73,1447.95,2509,1980,64
2662,117.36,106.16,803.97,1179.51,2207,1981,64
2663,114.24,145.08,731.43,1487.25,2478,1982,64
2664,108.4,142.8,765.72,1474.08,2491,1983,64
2665,111.04,142.76,745.29,1548.91,2548,1984,64
2666,112.72,137.56,784.08,1566.64,2601,1985,64
2667,116.48,145.88,715.41,1538.23,2516,1986,64
2668,106.04,142.48,775.53,1468.95,2493,1987,64
2669,111.84,147.12,863.01,1443.03,2565,1988,64
2670,110.48,149.12,826.02,1492.38,2578,1989,64
2671,124.32,151.04,870.3,1537.34,2683,1990,64
2672,127.44,151.4,905.22,1537.94,2722,1991,64
2673,118.84,151.08,912.06,1557.02,2739,1992,64
2674,127.04,164.68,948.42,1613.86,2854,1993,64
2675,117.76,167.68,873.09,1637.47,2796,1994,64
2676,123.12,158.96,894.69,1565.23,2742,1995,64
2677,110.16,162.2,885.33,1666.31,2824,1996,64
2678,113.56,168.64,889.74,1673.06,2845,1997,64
2679,112.32,176.6,876.87,1664.21,2830,1998,64
2680,116.2,170.96,887.04,1660.8,2835,1999,64
2681,119.76,171.92,865.62,1672.7,2830,2000,64
2682,125.96,174,876.33,1699.71,2876,2001,64
2683,119.52,178.08,847.08,1757.32,2902,2002,64
2684,127.84,173.56,848.79,1741.81,2892,2003,64
2685,132.88,171.24,870.48,1726.4,2901,2004,64
2686,133.2,173.52,861.48,1772.8,2941,2005,64
2687,132.28,176.76,862.38,1777.58,2949,2006,64
2688,128.6,167.12,856.26,1772.02,2924,2007,64
2689,128.44,173.32,841.59,1804.65,2948,2008,64
