id,Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),calories total,Year,Country_id
1,54.12,285.52,337.59,2321.77,2999,1961,1
2,53.92,278,338.49,2246.59,2917,1962,1
3,56.8,251.68,347.13,2042.39,2698,1963,1
4,57.32,276.64,350.55,2268.49,2953,1964,1
5,59.76,275.68,357.57,2262.99,2956,1965,1
6,64.44,252.24,359.55,2060.77,2737,1966,1
7,67.08,273.92,376.65,2253.35,2971,1967,1
8,69.88,266.52,377.91,2203.69,2918,1968,1
9,68.76,270.6,373.5,2222.14,2935,1969,1
10,61.16,230.12,341.28,1901.44,2534,1970,1
11,57.24,233.56,316.62,1904.58,2512,1971,1
12,52.84,250.16,311.76,2043.24,2658,1972,1
13,55.84,253.68,334.8,2076.68,2721,1973,1
14,56.56,251.4,349.29,2055.75,2713,1974,1
15,57.04,254.12,359.55,2081.29,2752,1975,1
16,60.12,258.8,377.55,2127.53,2824,1976,1
17,58,226.52,345.6,1858.88,2489,1977,1
18,58.4,240.24,346.68,1975.68,2621,1978,1
19,58.6,237.8,360.09,1964.51,2621,1979,1
20,60.36,222.32,360.45,1834.87,2478,1980,1
21,63.36,220.52,388.53,1811.59,2484,1981,1
22,65.16,217.16,407.16,1790.52,2480,1982,1
23,67.08,218.6,416.25,1822.07,2524,1983,1
24,66.4,211.56,412.47,1761.57,2452,1984,1
25,59.76,208.52,412.83,1721.89,2403,1985,1
26,51.4,208.08,423.27,1714.25,2397,1986,1
27,56.2,249.44,372.69,2048.67,2727,1987,1
28,58.64,223.08,388.89,1847.39,2518,1988,1
29,59.84,211.76,460.08,1730.32,2462,1989,1
30,67.8,197.08,435.6,1613.52,2314,1990,1
31,64.96,173.68,370.08,1435.28,2044,1991,1
32,59.76,159.12,342.99,1329.13,1891,1992,1
33,58.44,168.88,297.72,1384.96,1910,1993,1
34,60.04,159.32,286.92,1313.72,1820,1994,1
35,60.64,151.2,365.94,1266.22,1844,1995,1
36,64.04,152.96,349.74,1276.26,1843,1996,1
37,67.88,159.4,308.16,1338.56,1874,1997,1
38,70.84,160.28,320.13,1351.75,1903,1998,1
39,72.56,151.92,342.18,1285.34,1852,1999,1
40,59.2,151.08,289.26,1290.46,1790,2000,1
41,44.28,154.4,242.64,1295.68,1737,2001,1
42,57.04,156.36,269.55,1343.05,1826,2002,1
43,52.88,165.28,269.91,1403.93,1892,2003,1
44,53.4,167.56,314.55,1431.49,1967,2004,1
45,52.08,161.96,330.75,1403.21,1948,2005,1
46,45.12,168.72,280.17,1471.99,1966,2006,1
47,45.84,178.16,288.81,1533.19,2046,2007,1
48,47.2,180.64,267.48,1545.68,2041,2008,1
49,46.72,184.44,276.48,1573.36,2081,2009,1
50,48.44,184.12,304.92,1566.52,2104,2010,1
51,48.72,186.92,297.72,1573.64,2107,2011,1
52,49.04,186.6,300.33,1564.03,2100,2012,1
53,48.88,184.12,301.68,1555.32,2090,2013,1
54,75.48,188.96,403.65,1554.91,2223,1961,3
55,74.24,190.24,414.54,1562.98,2242,1962,3
56,72.6,185.72,388.26,1509.42,2156,1963,3
57,70.72,191.64,434.61,1573.03,2270,1964,3
58,71.84,194.68,399.69,1587.79,2254,1965,3
59,72.16,187.52,424.53,1569.79,2254,1966,3
60,77.56,188,425.7,1570.74,2262,1967,3
61,73.24,197.64,431.28,1640.84,2343,1968,3
62,73.08,202.8,437.94,1690.18,2404,1969,3
63,74.24,203.6,468.72,1668.44,2415,1970,3
64,77.32,199.32,439.65,1643.71,2360,1971,3
65,74.36,208.36,399.51,1705.77,2388,1972,3
66,77.04,207.04,439.92,1708,2432,1973,3
67,77.76,213.16,467.28,1735.8,2494,1974,3
68,77.08,208.88,487.35,1720.69,2494,1975,3
69,78.88,231.96,519.21,1849.95,2680,1976,3
70,79.56,245.96,534.96,1915.52,2776,1977,3
71,84.56,233.04,517.5,1853.9,2689,1978,3
72,85.6,217.56,550.08,1753.76,2607,1979,3
73,85.64,217.92,526.77,1765.67,2596,1980,3
74,87.92,228.52,544.86,1814.7,2676,1981,3
75,88.56,227.64,520.47,1827.33,2664,1982,3
76,89.16,241.96,569.25,1897.63,2798,1983,3
77,85.56,238,543.78,1853.66,2721,1984,3
78,83.56,221.72,511.2,1748.52,2565,1985,3
79,78.96,240.6,515.07,1855.37,2690,1986,3
80,81.16,214.16,516.24,1685.44,2497,1987,3
81,86.24,222.8,532.35,1752.61,2594,1988,3
82,87.84,220.24,550.8,1710.12,2569,1989,3
83,95.64,214.84,548.28,1709.24,2568,1990,3
84,106.72,208.2,617.22,1639.86,2572,1991,3
85,112.2,228.56,629.1,1684.14,2654,1992,3
86,119,235.96,666.54,1773.5,2795,1993,3
87,141.08,235.24,674.82,1825.86,2877,1994,3
88,158,201.08,702.09,1655.83,2717,1995,3
89,169.2,208.68,745.74,1719.38,2843,1996,3
90,145.44,210.68,658.35,1710.53,2725,1997,3
91,143.12,210.56,673.11,1698.21,2725,1998,3
92,156.28,214.76,691.38,1734.58,2797,1999,3
93,155.56,206,680.04,1692.4,2734,2000,3
94,164.36,206.96,719.82,1711.86,2803,2001,3
95,179.08,212.6,729.54,1742.78,2864,2002,3
96,188.2,194.96,741.24,1647.6,2772,2003,3
97,191.6,189.48,798.48,1612.44,2792,2004,3
98,195.44,197.52,797.4,1683.64,2874,2005,3
99,201.6,188.92,823.95,1640.53,2855,2006,3
100,200.72,188.4,821.61,1649.27,2860,2007,3
101,213.16,194.64,858.78,1680.42,2947,2008,3
102,216.12,191.52,917.19,1668.17,2993,2009,3
103,225.24,201.56,918.63,1730.57,3076,2010,3
104,227.64,206.72,924.3,1773.34,3132,2011,3
105,236.84,208.4,953.55,1785.21,3184,2012,3
106,237.68,208,958.77,1788.55,3193,2013,3
107,43.16,136.88,268.02,1170.94,1619,1961,4
108,36.36,137.8,226.89,1167.95,1569,1962,4
109,29.76,131.28,239.49,1127.47,1528,1963,4
110,30.6,129.84,260.82,1118.74,1540,1964,4
111,31.52,136.88,268.74,1153.86,1591,1965,4
112,32.48,133.96,263.34,1141.22,1571,1966,4
113,31.96,140.56,276.57,1197.91,1647,1967,4
114,35,145.16,282.33,1243.51,1706,1968,4
115,35.68,143.8,293.94,1231.58,1705,1969,4
116,34.2,141.92,302.49,1196.39,1675,1970,4
117,36.2,142.48,304.11,1237.21,1720,1971,4
118,37.92,156.92,324.54,1329.62,1849,1972,4
119,37.36,161,300.15,1352.49,1851,1973,4
120,42.16,166.68,378.54,1396.62,1984,1974,4
121,42.92,176.6,338.85,1499.63,2058,1975,4
122,46.12,177.4,315.54,1507.94,2047,1976,4
123,50.16,179.12,437.76,1541.96,2209,1977,4
124,50.28,194.28,458.1,1641.34,2344,1978,4
125,49.24,199.4,483.75,1712.61,2445,1979,4
126,55.24,207.48,518.94,1784.34,2566,1980,4
127,60.76,199.08,607.95,1729.21,2597,1981,4
128,64.76,197.72,610.11,1697.41,2570,1982,4
129,70.12,199,559.26,1724.62,2553,1983,4
130,68.44,196.08,544.5,1690.98,2500,1984,4
131,73.16,205.24,559.8,1774.8,2613,1985,4
132,67.96,217.12,488.25,1853.67,2627,1986,4
133,72.44,214.72,500.76,1843.08,2631,1987,4
134,70.52,219.8,575.1,1830.58,2696,1988,4
135,74.32,223.24,602.37,1860.07,2760,1989,4
136,75.72,218.96,622.35,1836.97,2754,1990,4
137,73.2,222.16,600.3,1837.34,2733,1991,4
138,74.12,231.8,654.39,1904.69,2865,1992,4
139,82.8,229.36,638.91,1913.93,2865,1993,4
140,79.2,225.76,600.12,1857.92,2763,1994,4
141,75.2,227.6,619.2,1863,2785,1995,4
142,64.36,236.68,554.4,1928.56,2784,1996,4
143,67.36,224.56,587.34,1853.74,2733,1997,4
144,72.84,241.92,579.24,1898,2792,1998,4
145,71.28,245,599.94,1926.78,2843,1999,4
146,74.72,228.76,589.5,1919.02,2812,2000,4
147,77.04,232.36,629.28,1947.32,2886,2001,4
148,80.12,239.52,588.87,2016.49,2925,2002,4
149,79.56,249.08,548.82,2092.54,2970,2003,4
150,87.24,246.52,574.2,2079.04,2987,2004,4
151,87.4,249.04,554.04,2067.52,2958,2005,4
152,87.52,247.4,617.94,2094.14,3047,2006,4
153,87.64,245.2,603.99,2104.17,3041,2007,4
154,85.28,248.52,604.98,2109.22,3048,2008,4
155,91.12,255,588.96,2174.92,3110,2009,4
156,90.16,253.6,622.26,2175.98,3142,2010,4
157,100.12,260.24,682.47,2174.17,3217,2011,4
158,100.64,260.08,683.64,2227.64,3272,2012,4
159,99.96,267.88,688.95,2239.21,3296,2013,4
160,29.84,116.6,258.57,1392.99,1798,1961,7
161,31.92,117.96,289.98,1379.14,1819,1962,7
162,31.24,119.36,266.49,1435.91,1853,1963,7
163,36.8,123.84,274.68,1426.68,1862,1964,7
164,37.28,118.44,280.35,1440.93,1877,1965,7
165,37.84,118.08,283.68,1450.4,1890,1966,7
166,42.72,121.8,284.58,1471.9,1921,1967,7
167,43.48,113.84,283.41,1415.27,1856,1968,7
168,43,118.96,281.97,1502.07,1946,1969,7
169,46.88,118.6,288.18,1511.34,1965,1970,7
170,42.16,123.32,300.33,1536.19,2002,1971,7
171,35.8,120.96,293.58,1507.66,1958,1972,7
172,36.32,116.44,294.03,1468.21,1915,1973,7
173,37.96,119.76,295.47,1422.81,1876,1974,7
174,36.2,127.92,291.42,1402.46,1858,1975,7
175,42.6,124.2,312.03,1408.17,1887,1976,7
176,55,125.04,380.97,1390.99,1952,1977,7
177,55.44,127.68,411.84,1396.04,1991,1978,7
178,54.24,127,425.07,1359.69,1966,1979,7
179,54.44,130,411.93,1370.63,1967,1980,7
180,61.12,121.84,396.81,1306.23,1886,1981,7
181,67.44,110.44,369.54,1210.58,1758,1982,7
182,66.52,108.24,362.25,1191.99,1729,1983,7
183,71.52,100.64,352.53,1148.31,1673,1984,7
184,83.52,98.12,345.24,1160.12,1687,1985,7
185,68.92,95,350.01,1130.07,1644,1986,7
186,71.52,91.44,347.94,1121.1,1632,1987,7
187,71.08,88.12,369.09,1076.71,1605,1988,7
188,70.2,82.8,384.39,1048.61,1586,1989,7
189,61.92,91.92,407.7,1079.46,1641,1990,7
190,47.08,88.32,380.97,1094.63,1611,1991,7
191,44.6,91.16,370.71,1118.53,1625,1992,7
192,42.28,91.24,335.61,1094.87,1564,1993,7
193,39.56,103,308.16,1193.28,1644,1994,7
194,37.68,102.84,323.19,1223.29,1687,1995,7
195,40.52,107.56,347.58,1235.34,1731,1996,7
196,42.56,111.76,336.78,1240.9,1732,1997,7
197,42.04,106.84,343.62,1259.5,1752,1998,7
198,43.4,107.4,338.94,1315.26,1805,1999,7
199,48.08,109.8,349.02,1285.1,1792,2000,7
200,50.4,110.6,354.42,1317.58,1833,2001,7
201,55.48,116.44,360.18,1382.9,1915,2002,7
202,54.2,118.92,389.16,1420.72,1983,2003,7
203,50.76,121.08,387.63,1470.53,2030,2004,7
204,53,125.48,406.53,1491.99,2077,2005,7
205,55.36,128.16,409.68,1525.8,2119,2006,7
206,60.12,131.48,422.91,1558.49,2173,2007,7
207,64.08,141.2,435.78,1603.94,2245,2008,7
208,59.16,146.8,442.8,1654.24,2303,2009,7
209,63.72,150.44,447.39,1683.45,2345,2010,7
210,69.28,154.88,472.68,1710.16,2407,2011,7
211,73.72,148.64,474.57,1687.07,2384,2012,7
212,73.6,155.44,481.86,1762.1,2473,2013,7
213,127.56,107.2,447.66,1325.58,2008,1961,8
214,129.72,101,527.04,1427.24,2185,1962,8
215,121.68,99.6,500.49,1330.23,2052,1963,8
216,120.44,109.4,508.59,1387.57,2126,1964,8
217,118.88,111.6,530.19,1461.33,2222,1965,8
218,125.72,100.44,554.22,1391.62,2172,1966,8
219,116.8,72.8,553.59,1215.81,1959,1967,8
220,107.56,78.08,543.69,1277.67,2007,1968,8
221,130.6,81,537.48,1305.92,2055,1969,8
222,136,87.52,654.57,1361.91,2240,1970,8
223,133.12,86,647.64,1298.24,2165,1971,8
224,132.76,85.88,591.48,1146.88,1957,1972,8
225,124.8,79.8,524.25,1134.15,1863,1973,8
226,119.24,82.72,512.01,1085.03,1799,1974,8
227,123.84,84.96,550.71,1097.49,1857,1975,8
228,120.96,81.88,482.58,1105.58,1791,1976,8
229,127.36,81.72,440.55,1061.37,1711,1977,8
230,134.32,71.32,474.84,969.52,1650,1978,8
231,143.08,71.32,537.57,993.03,1745,1979,8
232,167.64,80.16,629.19,1094.01,1971,1980,8
233,172.68,77.84,662.13,1132.35,2045,1981,8
234,171.68,77.96,643.86,1057.5,1951,1982,8
235,176.32,85.76,676.71,1084.21,2023,1983,8
236,198.28,98.96,800.73,1150.03,2248,1984,8
237,217.68,94.16,756.36,1122.8,2191,1985,8
238,223.52,93.4,784.8,1112.28,2214,1986,8
239,228.6,97.44,821.34,1118.62,2266,1987,8
240,234.72,98.08,841.77,1189.43,2364,1988,8
241,238.56,104.28,912.15,1234.01,2489,1989,8
242,221.92,107.8,880.38,1256.9,2467,1990,8
243,207.64,108.2,955.35,1260.81,2532,1991,8
244,231.08,112,880.56,1321.36,2545,1992,8
245,204.8,107.76,803.43,1260.01,2376,1993,8
246,205.52,103.04,676.71,1269.73,2255,1994,8
247,197.88,100.72,656.01,1233.39,2188,1995,8
248,203.64,95.48,676.44,1214.44,2190,1996,8
249,206.92,91.48,690.21,1174.39,2163,1997,8
250,198,92,685.71,1178.29,2154,1998,8
251,197.52,91.28,696.96,1172.24,2158,1999,8
252,191.08,92.44,676.62,1189.86,2150,2000,8
253,190.88,85.48,656.82,1151.82,2085,2001,8
254,192.88,83.56,663.12,1129.44,2069,2002,8
255,195.8,84.96,666.81,1123.43,2071,2003,8
256,191.4,87.96,671.31,1156.33,2107,2004,8
257,230.24,103.36,733.41,1263.99,2331,2005,8
258,225.52,101.56,742.95,1257.97,2328,2006,8
259,236.8,97.96,764.46,1311.78,2411,2007,8
260,240.2,100.96,746.1,1292.74,2380,2008,8
261,235.36,98.4,747.18,1241.06,2322,2009,8
262,227.84,98.28,748.08,1241.8,2316,2010,8
263,229.12,110.08,783.36,1246.44,2369,2011,8
264,220.4,95.8,812.16,1164.64,2293,2012,8
265,227.32,107.52,810.27,1271.89,2417,2013,8
266,261.36,161.52,843.48,1838.64,3105,1961,9
267,264.24,150.72,892.53,1770.51,3078,1962,9
268,265.04,152.64,902.16,1711.16,3031,1963,9
269,226.84,155.24,849.96,1843.96,3076,1964,9
270,235.52,164.52,908.19,1874.77,3183,1965,9
271,260.04,141.64,1002.87,1736.45,3141,1966,9
272,261.36,145.8,1007.1,1803.74,3218,1967,9
273,275.56,147.92,1031.13,1811.39,3266,1968,9
274,285.92,146.84,1055.88,1815.36,3304,1969,9
275,269.68,153.76,999.18,1910.38,3333,1970,9
276,240.16,147.48,942.03,1844.33,3174,1971,9
277,229.6,138.92,912.24,1779.24,3060,1972,9
278,237.6,138.6,952.02,1681.78,3010,1973,9
279,260.96,144.8,950.85,1840.39,3197,1974,9
280,281.28,140.68,1034.91,1802.13,3259,1975,9
281,280.56,138.6,1014.93,1752.91,3187,1976,9
282,279.2,139.52,1013.13,1739.15,3171,1977,9
283,288.8,138.16,1033.56,1766.48,3227,1978,9
284,287.08,138.56,1028.61,1748.75,3203,1979,9
285,289.68,136.2,1050.66,1745.46,3222,1980,9
286,285.04,139.76,1051.29,1722.91,3199,1981,9
287,251,138.96,968.04,1702,3060,1982,9
288,246.04,133.6,923.49,1686.87,2990,1983,9
289,256.16,136,941.22,1700.62,3034,1984,9
290,275.68,138.16,978.12,1723.04,3115,1985,9
291,252.52,134.68,958.41,1682.39,3028,1986,9
292,264.52,138.28,985.77,1707.43,3096,1987,9
293,245.48,142.84,950.94,1672.74,3012,1988,9
294,243.96,138.16,931.68,1645.2,2959,1989,9
295,234.68,132.6,896.58,1647.14,2911,1990,9
296,241.72,138.64,942.93,1686.71,3010,1991,9
297,255.24,136.44,997.83,1687.49,3077,1992,9
298,266,137.8,1035.09,1677.11,3116,1993,9
299,264.4,139.32,1044.45,1706.83,3155,1994,9
300,256.6,142.2,1023.03,1741.17,3163,1995,9
301,257.2,144,1008.18,1746.62,3156,1996,9
302,258.6,145.32,998.01,1730.07,3132,1997,9
303,263.24,146.88,1032.75,1720.13,3163,1998,9
304,274.24,147.64,1073.7,1769.42,3265,1999,9
305,270.92,148.24,1048.41,1792.43,3260,2000,9
306,257.48,147.64,1029.51,1777.37,3212,2001,9
307,218.36,143.32,892.62,1722.7,2977,2002,9
308,224.96,145.24,890.37,1748.43,3009,2003,9
309,222.8,144.24,912.06,1748.9,3028,2004,9
310,243.84,140.52,963.9,1758.74,3107,2005,9
311,250.28,142.76,965.88,1755.08,3114,2006,9
312,253.56,141.76,996.75,1752.93,3145,2007,9
313,255.52,141.88,1001.61,1758.99,3158,2008,9
314,253.32,140.16,998.37,1740.15,3132,2009,9
315,255.8,141.44,1013.4,1744.36,3155,2010,9
316,261.4,141.08,1010.97,1747.55,3161,2011,9
317,265.4,142.48,1033.29,1755.83,3197,2012,9
318,267.76,142.8,1048.14,1770.3,3229,2013,9
319,145.64,237.96,627.21,2084.19,0,1961,10
320,152.68,239.6,661.23,2103.49,0,1962,10
321,160.6,238.32,693.9,2111.18,0,1963,10
322,149.52,239.64,674.1,2142.74,0,1964,10
323,152.88,235.12,689.49,2136.51,0,1965,10
324,158.96,230.08,704.16,2115.8,0,1966,10
325,170.2,226.68,727.29,2115.83,0,1967,10
326,175.96,224.52,769.77,2129.75,0,1968,10
327,180.28,224.2,763.2,2132.32,0,1969,10
328,185.24,224.72,776.61,2168.43,0,1970,10
329,186.76,222,772.11,2150.13,0,1971,10
330,191.2,217.76,776.16,2098.88,0,1972,10
331,190.76,218.76,802.26,2113.22,0,1973,10
332,203.8,216.92,824.4,2111.88,0,1974,10
333,210.64,214,806.13,2110.23,0,1975,10
334,203.68,215.24,849.69,2135.39,0,1976,10
335,200.84,212.04,839.25,2113.87,0,1977,10
336,205.6,212.76,848.16,2120.48,0,1978,10
337,207.28,211.68,864,2101.04,0,1979,10
338,204.16,209.2,857.97,2106.67,0,1980,10
339,204.48,207.24,842.94,2100.34,0,1981,10
340,202.96,209.72,843.84,2120.48,0,1982,10
341,205.44,206.64,877.41,2096.51,0,1983,10
342,212.12,206.04,892.89,2076.95,0,1984,10
343,216.76,206.72,922.41,2034.11,0,1985,10
344,220.48,205.8,911.97,2025.75,0,1986,10
345,221.6,206.88,928.26,2047.26,0,1987,10
346,223.64,203.36,948.78,2019.22,0,1988,10
347,226.44,200,965.97,1955.59,0,1989,10
348,225.48,202.4,948.6,1995.52,0,1990,10
349,201.48,200.08,799.47,1830.97,0,1991,10
350,75.76,178.56,283.41,1646.27,2184,1992,10
351,54.04,180.08,247.41,1617.47,2099,1993,10
352,77.12,169.24,350.01,1584.63,2181,1994,10
353,65.48,181.08,394.11,1629.33,2270,1995,10
354,68.48,184.68,396.99,1669.85,2320,1996,10
355,71.24,188.32,398.7,1671.74,2330,1997,10
356,74.24,191,345.24,1709.52,2320,1998,10
357,76.76,189.24,344.88,1677.12,2288,1999,10
358,79.36,181.96,372.15,1602.53,2236,2000,10
359,81.8,179.2,384.03,1593.97,2239,2001,10
360,94.44,170.76,438.66,1555.14,2259,2002,10
361,102.28,178.32,517.41,1633.99,2432,2003,10
362,104.56,195.68,503.55,1750.21,2554,2004,10
363,120.2,189.28,567.09,1791.43,2668,2005,10
364,125.68,197.88,597.96,1835.48,2757,2006,10
365,139.84,189.04,689.58,1742.54,2761,2007,10
366,154.88,195.52,735.03,1783.57,2869,2008,10
367,151.84,186.48,700.83,1779.85,2819,2009,10
368,156.76,177.2,736.83,1697.21,2768,2010,10
369,158.4,185.6,748.8,1695.2,2788,2011,10
370,169.24,181.76,840.24,1690.76,2882,2012,10
371,173,187.16,869.76,1698.08,2928,2013,10
372,271.8,147.76,1001.97,1669.47,3091,1961,11
373,282.8,148.72,1005.93,1675.55,3113,1962,11
374,282.52,153.8,1009.17,1723.51,3169,1963,11
375,290.04,151,995.13,1709.83,3146,1964,11
376,285.12,146.12,992.34,1671.42,3095,1965,11
377,284.8,159.52,992.79,1728.89,3166,1966,11
378,269.28,153.2,984.6,1698.92,3106,1967,11
379,276.08,150.56,991.71,1708.65,3127,1968,11
380,277.84,146.92,1010.52,1695.72,3131,1969,11
381,273,149.68,1024.83,1711.49,3159,1970,11
382,285.44,150,1030.59,1716.97,3183,1971,11
383,292.76,147.44,1079.91,1700.89,3221,1972,11
384,286.44,137.08,1039.86,1634.62,3098,1973,11
385,258.24,144.32,973.8,1641.64,3018,1974,11
386,306.6,141.4,1017.36,1627.64,3093,1975,11
387,314.44,136.44,1007.28,1656.84,3115,1976,11
388,304.4,136.92,988.65,1641.03,3071,1977,11
389,308.96,134.28,992.43,1586.33,3022,1978,11
390,284.68,136.24,997.2,1590.88,3009,1979,11
391,276.04,136.28,1009.62,1638.06,3060,1980,11
392,276.12,138.24,1016.46,1638.18,3069,1981,11
393,284.52,142.68,1046.79,1630.01,3104,1982,11
394,277.12,138.56,1022.31,1600.01,3038,1983,11
395,274.84,152.04,1017.72,1638.4,3083,1984,11
396,279,150.52,1058.85,1632.63,3121,1985,11
397,280,146.08,1085.22,1571.7,3083,1986,11
398,282.52,150.92,1110.69,1565.87,3110,1987,11
399,281.36,151.28,1106.82,1575.54,3115,1988,11
400,285.64,145.6,1137.15,1564.61,3133,1989,11
401,289.32,150.68,1157.67,1576.33,3174,1990,11
402,282.8,142.76,1153.71,1541.73,3121,1991,11
403,283.56,133.48,1185.57,1522.39,3125,1992,11
404,281,131.04,1164.24,1465.72,3042,1993,11
405,284.08,137.76,1147.95,1484.21,3054,1994,11
406,276.56,154.48,1128.51,1539.45,3099,1995,11
407,275.76,147,1124.37,1529.87,3077,1996,11
408,269.68,146.28,1143.63,1536.41,3096,1997,11
409,270.12,135.24,1123.47,1486.17,3015,1998,11
410,272.76,132.36,1174.32,1434.56,3014,1999,11
411,271.48,133.72,1170.09,1415.71,2991,2000,11
412,270.64,132.48,1208.34,1436.54,3048,2001,11
413,273,146.24,1180.53,1477.23,3077,2002,11
414,280.4,158.16,1178.91,1486.53,3104,2003,11
415,263.6,142.4,1206.09,1439.91,3052,2004,11
416,280.32,139.32,1235.34,1444.02,3099,2005,11
417,280.56,137.84,1290.78,1446.82,3156,2006,11
418,292.92,140.4,1295.37,1469.31,3198,2007,11
419,276.92,148.88,1269,1504.2,3199,2008,11
420,272.2,141.12,1292.58,1499.1,3205,2009,11
421,278.96,136.2,1313.1,1484.74,3213,2010,11
422,287.44,136.08,1337.4,1476.08,3237,2011,11
423,281.16,136.88,1371.33,1467.63,3257,2012,11
424,286.72,138.4,1357.65,1493.23,3276,2013,11
425,194.68,160.4,1005.66,1830.26,3191,1961,12
426,202.16,156.72,1031.49,1802.63,3193,1962,12
427,201.36,160.08,1070.91,1815.65,3248,1963,12
428,206.16,158.56,1093.77,1811.51,3270,1964,12
429,202.24,156.52,1086.57,1774.67,3220,1965,12
430,200.8,155.44,1088.82,1786.94,3232,1966,12
431,204.8,151.08,1088.91,1749.21,3194,1967,12
432,207.56,151.6,1097.55,1764.29,3221,1968,12
433,207.76,149.16,1101.87,1694.21,3153,1969,12
434,209.08,148.4,1122.21,1737.31,3217,1970,12
435,213.72,146.48,1144.71,1725.09,3230,1971,12
436,218.24,144.36,1162.26,1682.14,3207,1972,12
437,220.32,143.96,1191.06,1738.66,3294,1973,12
438,221.52,136.08,1153.98,1689.42,3201,1974,12
439,223.6,138.6,1157.58,1622.22,3142,1975,12
440,234.36,135.44,1230.75,1642.45,3243,1976,12
441,231.64,133.04,1221.12,1606.2,3192,1977,12
442,238.84,133.72,1239.03,1601.41,3213,1978,12
443,243.24,135.8,1279.26,1624.7,3283,1979,12
444,244.92,134.88,1327.68,1647.52,3355,1980,12
445,252.52,135.4,1346.4,1613.68,3348,1981,12
446,247.2,136.08,1369.44,1647.28,3400,1982,12
447,251.92,131.48,1366.29,1610.31,3360,1983,12
448,249.92,134,1364.49,1612.59,3361,1984,12
449,251.2,133.04,1389.15,1600.61,3374,1985,12
450,255.6,135.36,1394.19,1643.85,3429,1986,12
451,256.96,137.96,1390.41,1634.67,3420,1987,12
452,255.6,136.04,1356.57,1673.79,3422,1988,12
453,260.6,141.88,1400.76,1674.76,3478,1989,12
454,263.08,146.76,1406.16,1694,3510,1990,12
455,266.6,146,1433.07,1710.33,3556,1991,12
456,273.6,142.2,1452.78,1677.42,3546,1992,12
457,268,142.08,1434.15,1663.77,3508,1993,12
458,281.56,137.96,1428.39,1709.09,3557,1994,12
459,254.48,147.68,1375.11,1732.73,3510,1995,12
460,261.84,151,1403.28,1734.88,3551,1996,12
461,263,137.32,1410.3,1683.38,3494,1997,12
462,258.24,157.68,1406.97,1785.11,3608,1998,12
463,258.4,163.56,1415.07,1835.97,3673,1999,12
464,259.4,164.72,1431.18,1870.7,3726,2000,12
465,259.44,168.12,1445.94,1854.5,3728,2001,12
466,257.84,166.36,1388.52,1839.28,3652,2002,12
467,240.4,167.96,1361.52,1839.12,3609,2003,12
468,236.88,165.08,1400.4,1803.64,3606,2004,12
469,242.2,168.56,1370.34,1858.9,3640,2005,12
470,236.36,169.48,1460.7,1852.46,3719,2006,12
471,242.16,172.52,1464.93,1857.39,3737,2007,12
472,237.2,169.92,1456.74,1853.14,3717,2008,12
473,239.92,169.52,1510.38,1803.18,3723,2009,12
474,242.16,164.84,1532.52,1784.48,3724,2010,12
475,243.08,170,1495.62,1826.3,3735,2011,12
476,243.64,170.12,1508.94,1816.3,3739,2012,12
477,251.44,173.4,1533.96,1809.2,3768,2013,12
478,145.64,237.96,627.21,2084.19,0,1961,13
479,152.68,239.6,661.23,2103.49,0,1962,13
480,160.6,238.32,693.9,2111.18,0,1963,13
481,149.52,239.64,674.1,2142.74,0,1964,13
482,152.88,235.12,689.49,2136.51,0,1965,13
483,158.96,230.08,704.16,2115.8,0,1966,13
484,170.2,226.68,727.29,2115.83,0,1967,13
485,175.96,224.52,769.77,2129.75,0,1968,13
486,180.28,224.2,763.2,2132.32,0,1969,13
487,185.24,224.72,776.61,2168.43,0,1970,13
488,186.76,222,772.11,2150.13,0,1971,13
489,191.2,217.76,776.16,2098.88,0,1972,13
490,190.76,218.76,802.26,2113.22,0,1973,13
491,203.8,216.92,824.4,2111.88,0,1974,13
492,210.64,214,806.13,2110.23,0,1975,13
493,203.68,215.24,849.69,2135.39,0,1976,13
494,200.84,212.04,839.25,2113.87,0,1977,13
495,205.6,212.76,848.16,2120.48,0,1978,13
496,207.28,211.68,864,2101.04,0,1979,13
497,204.16,209.2,857.97,2106.67,0,1980,13
498,204.48,207.24,842.94,2100.34,0,1981,13
499,202.96,209.72,843.84,2120.48,0,1982,13
500,205.44,206.64,877.41,2096.51,0,1983,13
501,212.12,206.04,892.89,2076.95,0,1984,13
502,216.76,206.72,922.41,2034.11,0,1985,13
503,220.48,205.8,911.97,2025.75,0,1986,13
504,221.6,206.88,928.26,2047.26,0,1987,13
505,223.64,203.36,948.78,2019.22,0,1988,13
506,226.44,200,965.97,1955.59,0,1989,13
507,225.48,202.4,948.6,1995.52,0,1990,13
508,201.48,200.08,799.47,1830.97,0,1991,13
509,81.24,196.32,351.9,1688.54,2318,1992,13
510,70.48,199.24,324.9,1640.38,2235,1993,13
511,61.84,189.84,343.17,1564.15,2159,1994,13
512,64.4,184.16,334.71,1542.73,2126,1995,13
513,61.04,189.36,376.56,1596.04,2223,1996,13
514,63.24,177.48,296.28,1484,2021,1997,13
515,69.92,183.4,308.7,1556.98,2119,1998,13
516,72.8,187.12,337.59,1587.49,2185,1999,13
517,71.64,197.04,335.25,1678.07,2282,2000,13
